country,country_code_2_digit,country_code_3_digit,population,reported_year_week,reported_week_start_date,reported_week_end_date,new_hospital_occupancy_count,new_icu_occupancy_count,source
Czechia,CZ,CZE,10649800,2020-W19,2020-05-03,2020-05-09,2,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W19,2020-05-03,2020-05-09,1,,
Estonia,EE,EST,1324820,2020-W19,2020-05-03,2020-05-09,,0,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W19,2020-05-03,2020-05-09,0,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W19,2020-05-03,2020-05-09,,0,
Germany,DE,DEU,83019213,2020-W19,2020-05-03,2020-05-09,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W19,2020-05-03,2020-05-09,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W19,2020-05-03,2020-05-09,2,,
Latvia,LV,LVA,1919968,2020-W19,2020-05-03,2020-05-09,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,,0,
Netherlands,NL,NLD,17282163,2020-W19,2020-05-03,2020-05-09,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W19,2020-05-03,2020-05-09,1,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W19,2020-05-03,2020-05-09,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W19,2020-05-03,2020-05-09,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W19,2020-05-03,2020-05-09,1,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W19,2020-05-03,2020-05-09,,1,
United Kingdom,UK,GBR,66647112,2020-W19,2020-05-03,2020-05-09,11,,
Belgium,BE,BEL,11455519,2020-W18,2020-04-26,2020-05-02,7,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W18,2020-04-26,2020-05-02,0,,
Cyprus,CY,CYP,875899,2020-W18,2020-04-26,2020-05-02,0,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W18,2020-04-26,2020-05-02,3,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W18,2020-04-26,2020-05-02,2,,
Estonia,EE,EST,1324820,2020-W18,2020-04-26,2020-05-02,,0,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W18,2020-04-26,2020-05-02,1,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W18,2020-04-26,2020-05-02,,1,
Germany,DE,DEU,83019213,2020-W18,2020-04-26,2020-05-02,1,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W18,2020-04-26,2020-05-02,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W18,2020-04-26,2020-05-02,4,0,
Latvia,LV,LVA,1919968,2020-W18,2020-04-26,2020-05-02,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,,0,
Netherlands,NL,NLD,17282163,2020-W18,2020-04-26,2020-05-02,1,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W18,2020-04-26,2020-05-02,1,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W18,2020-04-26,2020-05-02,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W18,2020-04-26,2020-05-02,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W18,2020-04-26,2020-05-02,2,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W18,2020-04-26,2020-05-02,,1,
United Kingdom,UK,GBR,66647112,2020-W18,2020-04-26,2020-05-02,14,,
Belgium,BE,BEL,11455519,2020-W17,2020-04-19,2020-04-25,12,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W17,2020-04-19,2020-04-25,2,,
Cyprus,CY,CYP,875899,2020-W17,2020-04-19,2020-04-25,0,0,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W17,2020-04-19,2020-04-25,4,1,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W17,2020-04-19,2020-04-25,3,,
Estonia,EE,EST,1324820,2020-W17,2020-04-19,2020-04-25,,0,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W17,2020-04-19,2020-04-25,1,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W17,2020-04-19,2020-04-25,,1,
Germany,DE,DEU,83019213,2020-W17,2020-04-19,2020-04-25,1,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W17,2020-04-19,2020-04-25,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W17,2020-04-19,2020-04-25,3,0,
Latvia,LV,LVA,1919968,2020-W17,2020-04-19,2020-04-25,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,,0,
Netherlands,NL,NLD,17282163,2020-W17,2020-04-19,2020-04-25,2,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W17,2020-04-19,2020-04-25,2,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W17,2020-04-19,2020-04-25,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W17,2020-04-19,2020-04-25,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W17,2020-04-19,2020-04-25,3,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W17,2020-04-19,2020-04-25,,2,
United Kingdom,UK,GBR,66647112,2020-W17,2020-04-19,2020-04-25,15,,
Belgium,BE,BEL,11455519,2020-W16,2020-04-12,2020-04-18,16,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W16,2020-04-12,2020-04-18,1,,
Cyprus,CY,CYP,875899,2020-W16,2020-04-12,2020-04-18,1,0,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W16,2020-04-12,2020-04-18,4,1,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W16,2020-04-12,2020-04-18,3,,
Estonia,EE,EST,1324820,2020-W16,2020-04-12,2020-04-18,3,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W16,2020-04-12,2020-04-18,,,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W16,2020-04-12,2020-04-18,,2,
Germany,DE,DEU,83019213,2020-W16,2020-04-12,2020-04-18,2,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W16,2020-04-12,2020-04-18,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W16,2020-04-12,2020-04-18,4,1,
Latvia,LV,LVA,1919968,2020-W16,2020-04-12,2020-04-18,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,,1,
Netherlands,NL,NLD,17282163,2020-W16,2020-04-12,2020-04-18,4,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W16,2020-04-12,2020-04-18,3,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W16,2020-04-12,2020-04-18,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W16,2020-04-12,2020-04-18,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W16,2020-04-12,2020-04-18,6,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W16,2020-04-12,2020-04-18,,2,
United Kingdom,UK,GBR,66647112,2020-W16,2020-04-12,2020-04-18,20,,
Belgium,BE,BEL,11455519,2020-W15,2020-04-05,2020-04-11,24,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W15,2020-04-05,2020-04-11,2,0,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W15,2020-04-05,2020-04-11,5,1,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W15,2020-04-05,2020-04-11,4,,
Estonia,EE,EST,1324820,2020-W15,2020-04-05,2020-04-11,4,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W15,2020-04-05,2020-04-11,,4,
Germany,DE,DEU,83019213,2020-W15,2020-04-05,2020-04-11,3,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W15,2020-04-05,2020-04-11,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W15,2020-04-05,2020-04-11,5,0,
Latvia,LV,LVA,1919968,2020-W15,2020-04-05,2020-04-11,1,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,7,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W15,2020-04-05,2020-04-11,,1,
Portugal,PT,PRT,10276617,2020-W15,2020-04-05,2020-04-11,4,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W15,2020-04-05,2020-04-11,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W15,2020-04-05,2020-04-11,1,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W15,2020-04-05,2020-04-11,12,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W15,2020-04-05,2020-04-11,,2,
United Kingdom,UK,GBR,66647112,2020-W15,2020-04-05,2020-04-11,27,,
Belgium,BE,BEL,11455519,2020-W14,2020-03-29,2020-04-04,30,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W14,2020-03-29,2020-04-04,4,1,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W14,2020-03-29,2020-04-04,4,1,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W14,2020-03-29,2020-04-04,7,,
Estonia,EE,EST,1324820,2020-W14,2020-03-29,2020-04-04,7,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W14,2020-03-29,2020-04-04,,6,
Germany,DE,DEU,83019213,2020-W14,2020-03-29,2020-04-04,4,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W14,2020-03-29,2020-04-04,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W14,2020-03-29,2020-04-04,3,0,
Latvia,LV,LVA,1919968,2020-W14,2020-03-29,2020-04-04,1,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,,3,
Netherlands,NL,NLD,17282163,2020-W14,2020-03-29,2020-04-04,13,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W14,2020-03-29,2020-04-04,6,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W14,2020-03-29,2020-04-04,10,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W14,2020-03-29,2020-04-04,1,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W14,2020-03-29,2020-04-04,21,1,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W14,2020-03-29,2020-04-04,,2,
United Kingdom,UK,GBR,66647112,2020-W14,2020-03-29,2020-04-04,32,,
Belgium,BE,BEL,11455519,2020-W13,2020-03-22,2020-03-28,30,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W13,2020-03-22,2020-03-28,6,1,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W13,2020-03-22,2020-03-28,3,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W13,2020-03-22,2020-03-28,9,,
Estonia,EE,EST,1324820,2020-W13,2020-03-22,2020-03-28,5,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W13,2020-03-22,2020-03-28,,6,
Germany,DE,DEU,83019213,2020-W13,2020-03-22,2020-03-28,5,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W13,2020-03-22,2020-03-28,,0,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W13,2020-03-22,2020-03-28,,0,
Latvia,LV,LVA,1919968,2020-W13,2020-03-22,2020-03-28,1,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,,4,
Netherlands,NL,NLD,17282163,2020-W13,2020-03-22,2020-03-28,19,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W13,2020-03-22,2020-03-28,6,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W13,2020-03-22,2020-03-28,7,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W13,2020-03-22,2020-03-28,3,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W13,2020-03-22,2020-03-28,35,2,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W13,2020-03-22,2020-03-28,,2,
United Kingdom,UK,GBR,66647112,2020-W13,2020-03-22,2020-03-28,20,,
Belgium,BE,BEL,11455519,2020-W12,2020-03-15,2020-03-21,13,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W12,2020-03-15,2020-03-21,2,0,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W12,2020-03-15,2020-03-21,1,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W12,2020-03-15,2020-03-21,5,,
Estonia,EE,EST,1324820,2020-W12,2020-03-15,2020-03-21,2,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W12,2020-03-15,2020-03-21,,1,
Germany,DE,DEU,83019213,2020-W12,2020-03-15,2020-03-21,2,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W12,2020-03-15,2020-03-21,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W12,2020-03-15,2020-03-21,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,,2,
Netherlands,NL,NLD,17282163,2020-W12,2020-03-15,2020-03-21,10,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W12,2020-03-15,2020-03-21,4,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W12,2020-03-15,2020-03-21,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W12,2020-03-15,2020-03-21,2,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W12,2020-03-15,2020-03-21,49,4,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W12,2020-03-15,2020-03-21,,0,
United Kingdom,UK,GBR,66647112,2020-W12,2020-03-15,2020-03-21,4,,
Belgium,BE,BEL,11455519,2020-W11,2020-03-08,2020-03-14,13,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W11,2020-03-08,2020-03-14,1,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W11,2020-03-08,2020-03-14,0,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W11,2020-03-08,2020-03-14,2,,
Estonia,EE,EST,1324820,2020-W11,2020-03-08,2020-03-14,0,,"TESSy COVID-19, national daily data"
Germany,DE,DEU,83019213,2020-W11,2020-03-08,2020-03-14,1,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W11,2020-03-08,2020-03-14,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W11,2020-03-08,2020-03-14,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,2,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W11,2020-03-08,2020-03-14,,0,
Portugal,PT,PRT,10276617,2020-W11,2020-03-08,2020-03-14,1,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W11,2020-03-08,2020-03-14,0,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W11,2020-03-08,2020-03-14,2,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W11,2020-03-08,2020-03-14,38,4,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W11,2020-03-08,2020-03-14,,0,
United Kingdom,UK,GBR,66647112,2020-W11,2020-03-08,2020-03-14,0,,
Belgium,BE,BEL,11455519,2020-W10,2020-03-01,2020-03-07,,,"TESSy COVID-19, national weekly data"
Cyprus,CY,CYP,875899,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W10,2020-03-01,2020-03-07,0,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W10,2020-03-01,2020-03-07,0,,
Germany,DE,DEU,83019213,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W10,2020-03-01,2020-03-07,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W10,2020-03-01,2020-03-07,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W10,2020-03-01,2020-03-07,,0,
Portugal,PT,PRT,10276617,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W10,2020-03-01,2020-03-07,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W10,2020-03-01,2020-03-07,10,1,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W10,2020-03-01,2020-03-07,,0,
United Kingdom,UK,GBR,66647112,2020-W10,2020-03-01,2020-03-07,0,,
Belgium,BE,BEL,11455519,2020-W09,2020-02-23,2020-02-29,,,"TESSy COVID-19, national weekly data"
Czechia,CZ,CZE,10649800,2020-W09,2020-02-23,2020-02-29,0,0,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W09,2020-02-23,2020-02-29,0,,
Estonia,EE,EST,1324820,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national daily data"
Germany,DE,DEU,83019213,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W09,2020-02-23,2020-02-29,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W09,2020-02-23,2020-02-29,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,,0,
Netherlands,NL,NLD,17282163,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W09,2020-02-23,2020-02-29,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W09,2020-02-23,2020-02-29,2,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W09,2020-02-23,2020-02-29,,0,
United Kingdom,UK,GBR,66647112,2020-W09,2020-02-23,2020-02-29,0,,
Belgium,BE,BEL,11455519,2020-W08,2020-02-16,2020-02-22,,,"TESSy COVID-19, national weekly data"
Czechia,CZ,CZE,10649800,2020-W08,2020-02-16,2020-02-22,0,0,"TESSy COVID-19, national weekly data"
Germany,DE,DEU,83019213,2020-W08,2020-02-16,2020-02-22,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W08,2020-02-16,2020-02-22,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W08,2020-02-16,2020-02-22,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W08,2020-02-16,2020-02-22,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W08,2020-02-16,2020-02-22,0,,"TESSy COVID-19, national daily data"
Slovenia,SI,SVN,2080908,2020-W08,2020-02-16,2020-02-22,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W08,2020-02-16,2020-02-22,0,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W08,2020-02-16,2020-02-22,,0,
Belgium,BE,BEL,11455519,2020-W07,2020-02-09,2020-02-15,,,"TESSy COVID-19, national weekly data"
Czechia,CZ,CZE,10649800,2020-W07,2020-02-09,2020-02-15,0,0,"TESSy COVID-19, national weekly data"
Germany,DE,DEU,83019213,2020-W07,2020-02-09,2020-02-15,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W07,2020-02-09,2020-02-15,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W07,2020-02-09,2020-02-15,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W07,2020-02-09,2020-02-15,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W07,2020-02-09,2020-02-15,0,,"TESSy COVID-19, national daily data"
Slovenia,SI,SVN,2080908,2020-W07,2020-02-09,2020-02-15,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W07,2020-02-09,2020-02-15,0,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W07,2020-02-09,2020-02-15,,0,
Belgium,BE,BEL,11455519,2020-W06,2020-02-02,2020-02-08,,,"TESSy COVID-19, national weekly data"
Czechia,CZ,CZE,10649800,2020-W06,2020-02-02,2020-02-08,0,0,"TESSy COVID-19, national weekly data"
Germany,DE,DEU,83019213,2020-W06,2020-02-02,2020-02-08,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W06,2020-02-02,2020-02-08,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W06,2020-02-02,2020-02-08,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W06,2020-02-02,2020-02-08,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W06,2020-02-02,2020-02-08,0,,"TESSy COVID-19, national daily data"
Slovenia,SI,SVN,2080908,2020-W06,2020-02-02,2020-02-08,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W06,2020-02-02,2020-02-08,0,0,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W06,2020-02-02,2020-02-08,,0,
Cyprus,CY,CYP,875899,2020-W05,2020-01-26,2020-02-01,0,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W05,2020-01-26,2020-02-01,0,0,"TESSy COVID-19, national weekly data"
Germany,DE,DEU,83019213,2020-W05,2020-01-26,2020-02-01,0,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W05,2020-01-26,2020-02-01,,0,"TESSy COVID-19, national weekly data"
Latvia,LV,LVA,1919968,2020-W05,2020-01-26,2020-02-01,0,0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W05,2020-01-26,2020-02-01,0,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W05,2020-01-26,2020-02-01,0,,"TESSy COVID-19, national daily data"
Slovenia,SI,SVN,2080908,2020-W05,2020-01-26,2020-02-01,0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W05,2020-01-26,2020-02-01,0,0,"TESSy COVID-19, national weekly data"
